Period	LjungBox_pval	SeasonalStrength	TrendStrength
282	0.000000	0.125920	0.000000
283	0.000000	0.140170	0.000000
284	0.000000	0.164834	0.000000
285	0.000000	0.151289	0.000000
286	0.000000	0.175531	0.000000
287	0.000000	0.168345	0.000000
288	0.000000	0.166699	0.000000
289	0.000000	0.171013	0.000000
290	0.000000	0.146463	0.000000
291	0.000000	0.151927	0.000000
292	0.000000	0.139890	0.000000
293	0.000000	0.147832	0.000000
294	0.000000	0.168654	0.000000
295	0.000000	0.148638	0.000000
296	0.000000	0.151336	0.000000
297	0.000000	0.150754	0.000000
298	0.000000	0.110936	0.000000
299	0.000000	0.198421	0.000000
300	0.000000	0.116880	0.000000
301	0.000000	0.192809	0.000000
302	0.000000	0.181823	0.000000
303	0.000000	0.116961	0.000000
304	0.000000	0.173084	0.000000
305	0.000000	0.105927	0.000000
306	0.000000	0.146174	0.000000
307	0.000000	0.154612	0.000000
308	0.000000	0.155728	0.000000
309	0.000000	0.107554	0.000000
310	0.000000	0.163918	0.000000
311	0.000000	0.175194	0.000000
312	0.000000	0.142645	0.000000
313	0.000000	0.147666	0.000000
314	0.000000	0.142589	0.000000
315	0.000000	0.140609	0.000000
316	0.000000	0.159227	0.000000
317	0.000000	0.181969	0.000000
318	0.000000	0.151383	0.000000
319	0.000000	0.123695	0.000000
320	0.000000	0.183173	0.000000
321	0.000000	0.164635	0.000000
322	0.000000	0.125148	0.000000
323	0.000000	0.173734	0.000000
324	0.000000	0.145408	0.000000
325	0.000000	0.161428	0.000000
326	0.000000	0.147455	0.000000
327	0.000000	0.166177	0.000000
328	0.000000	0.143534	0.000000
329	0.000000	0.139229	0.000000
330	0.000000	0.167276	0.000000
331	0.000000	0.147063	0.000000
332	0.000000	0.112467	0.000000
333	0.000000	0.149561	0.000000
334	0.000000	0.152463	0.000000
335	0.000000	0.166671	0.000000
336	0.000000	0.179013	0.000000
337	0.000000	0.178884	0.000000
338	0.000000	0.172089	0.000000
339	0.000000	0.181177	0.000000
340	0.000000	0.165262	0.000000
341	0.000000	0.147898	0.000000
342	0.000000	0.193127	0.000000
343	0.000000	0.151175	0.000000
344	0.000000	0.164327	0.000000
345	0.000000	0.171975	0.000000
346	0.000000	0.159604	0.000000
347	0.000000	0.160528	0.000000
348	0.000000	0.178065	0.000000
349	0.000000	0.156242	0.000000
350	0.000000	0.136615	0.000000
351	0.000000	0.178360	0.000000
352	0.000000	0.179686	0.000000
353	0.000000	0.126593	0.000000
354	0.000000	0.144828	0.000000
355	0.000000	0.147556	0.000000
356	0.000000	0.143840	0.000000
357	0.000000	0.166382	0.000000
358	0.000000	0.149733	0.000000
359	0.000000	0.126247	0.000000
360	0.000000	0.178602	0.000000
361	0.000000	0.144461	0.000000
362	0.000000	0.172031	0.000000
363	0.000000	0.151063	0.000000
364	0.000000	0.169946	0.000000
365	0.000000	0.142314	0.000000
366	0.000000	0.134935	0.000000
367	0.000000	0.176044	0.000000
368	0.000000	0.129098	0.000000
369	0.000000	0.160520	0.000000
370	0.000000	0.134515	0.000000
371	0.000000	0.166635	0.000000
372	0.000000	0.126944	0.000000
373	0.000000	0.201059	0.000000
374	0.000000	0.121448	0.000000
375	0.000000	0.152579	0.000000
376	0.000000	0.157274	0.000000
377	0.000000	0.156606	0.000000
378	0.000000	0.154930	0.000000
379	0.000000	0.152539	0.000000
380	0.000000	0.160817	0.000000
381	0.000000	0.162019	0.000000
382	0.000000	0.133949	0.000000
383	0.000000	0.192134	0.000000
384	0.000000	0.152407	0.000000
385	0.000000	0.147209	0.000000
386	0.000000	0.144259	0.000000
387	0.000000	0.162925	0.000000
388	0.000000	0.168250	0.000000
389	0.000000	0.158204	0.000000
390	0.000000	0.139161	0.000000
391	0.000000	0.156733	0.000000
392	0.000000	0.157979	0.000000
393	0.000000	0.141653	0.000000
394	0.000000	0.155615	0.000000
395	0.000000	0.191691	0.000000
396	0.000000	0.120081	0.000000
397	0.000000	0.202563	0.000000
398	0.000000	0.179545	0.000000
399	0.000000	0.163114	0.000000
400	0.000000	0.176994	0.000000
401	0.000000	0.186327	0.000000
402	0.000000	0.139251	0.000000
403	0.000000	0.138215	0.000000
404	0.000000	0.184771	0.000000
405	0.000000	0.134949	0.000000
406	0.000000	0.131435	0.000000
407	0.000000	0.149338	0.000000
408	0.000000	0.187821	0.000000
409	0.000000	0.152968	0.000000
410	0.000000	0.128724	0.000000
411	0.000000	0.145614	0.000000
412	0.000000	0.139689	0.000000
413	0.000000	0.175363	0.000000
414	0.000000	0.147855	0.000000
415	0.000000	0.170416	0.000000
416	0.000000	0.156046	0.000000
417	0.000000	0.128443	0.000000
418	0.000000	0.177498	0.000000
419	0.000000	0.159624	0.000000
420	0.000000	0.150186	0.000000
421	0.000000	0.211088	0.000000
422	0.000000	0.109486	0.000000
423	0.000000	0.185785	0.000000
424	0.000000	0.165176	0.000000
425	0.000000	0.123396	0.000000
426	0.000000	0.178226	0.000000
427	0.000000	0.156461	0.000000
428	0.000000	0.159155	0.000000
429	0.000000	0.202811	0.000000
430	0.000000	0.142440	0.000000
431	0.000000	0.178331	0.000000
432	0.000000	0.186854	0.000000
433	0.000000	0.131811	0.000000
434	0.000000	0.161549	0.000000
435	0.000000	0.172583	0.000000
436	0.000000	0.149361	0.000000
437	0.000000	0.189987	0.000000
438	0.000000	0.156669	0.000000
439	0.000000	0.146017	0.000000
440	0.000000	0.150954	0.000000
441	0.000000	0.170257	0.000000
442	0.000000	0.154961	0.000000
443	0.000000	0.139118	0.000000
444	0.000000	0.175673	0.000000
445	0.000000	0.181058	0.000000
446	0.000000	0.165949	0.000000
447	0.000000	0.208323	0.000000
448	0.000000	0.159998	0.000000
449	0.000000	0.160061	0.000000
450	0.000000	0.188783	0.000000
451	0.000000	0.156673	0.000000
452	0.000000	0.168229	0.000000
453	0.000000	0.140945	0.000000
454	0.000000	0.181329	0.000000
455	0.000000	0.147992	0.000000
456	0.000000	0.183957	0.000000
457	0.000000	0.159950	0.000000
458	0.000000	0.169373	0.000000
459	0.000000	0.174108	0.000000
460	0.000000	0.173186	0.000000
461	0.000000	0.181984	0.000000
462	0.000000	0.157635	0.000000
463	0.000000	0.188162	0.000000
464	0.000000	0.134853	0.000000
465	0.000000	0.144935	0.000000
466	0.000000	0.161190	0.000000
467	0.000000	0.144643	0.000000
468	0.000000	0.171904	0.000000
469	0.000000	0.180822	0.000000
470	0.000000	0.126548	0.000000
471	0.000000	0.183530	0.000000
472	0.000000	0.145679	0.000000
473	0.000000	0.135805	0.000000
474	0.000000	0.153422	0.000000
475	0.000000	0.165673	0.000000
476	0.000000	0.149112	0.000000
477	0.000000	0.154727	0.000000
478	0.000000	0.164132	0.000000
479	0.000000	0.177815	0.000000
480	0.000000	0.166318	0.000000
481	0.000000	0.200138	0.000000
482	0.000000	0.164689	0.000000
483	0.000000	0.164143	0.000000
484	0.000000	0.159210	0.000000
485	0.000000	0.164040	0.000000
486	0.000000	0.176010	0.000000
487	0.000000	0.171704	0.000000
488	0.000000	0.147637	0.000000
489	0.000000	0.171174	0.000000
490	0.000000	0.134250	0.000000
491	0.000000	0.188436	0.000000
492	0.000000	0.149698	0.000000
493	0.000000	0.150713	0.000000
494	0.000000	0.142398	0.000000
495	0.000000	0.168784	0.000000
496	0.000000	0.118453	0.000000
497	0.000000	0.230026	0.000000
498	0.000000	0.125235	0.000000
499	0.000000	0.202724	0.000000
500	0.000000	0.184823	0.000000
501	0.000000	0.129544	0.000000
502	0.000000	0.180191	0.000000
503	0.000000	0.170928	0.000000
504	0.000000	0.158553	0.000000
505	0.000000	0.135894	0.000000
506	0.000000	0.177924	0.000000
507	0.000000	0.159304	0.000000
508	0.000000	0.192522	0.000000
509	0.000000	0.122166	0.000000
510	0.000000	0.166819	0.000000
511	0.000000	0.158946	0.000000
512	0.000000	0.153975	0.000000
513	0.000000	0.158939	0.000000
514	0.000000	0.153367	0.000000
515	0.000000	0.190218	0.000000
516	0.000000	0.166930	0.000000
517	0.000000	0.151996	0.000000
518	0.000000	0.157557	0.000000
519	0.000000	0.180154	0.000000
520	0.000000	0.123379	0.000000
521	0.000000	0.182505	0.000000
522	0.000000	0.167733	0.000000
523	0.000000	0.127974	0.000000
524	0.000000	0.195534	0.000000
525	0.000000	0.132042	0.000000
526	0.000000	0.167424	0.000000
527	0.000000	0.169267	0.000000
528	0.000000	0.186335	0.000000
529	0.000000	0.157925	0.000000
530	0.000000	0.156479	0.000000
531	0.000000	0.178084	0.000000
532	0.000000	0.154823	0.000000
533	0.000000	0.179491	0.000000
534	0.000000	0.153966	0.000000
535	0.000000	0.166072	0.000000
536	0.000000	0.138826	0.000000
537	0.000000	0.163699	0.000000
538	0.000000	0.182150	0.000000
539	0.000000	0.155337	0.000000
540	0.000000	0.169428	0.000000
541	0.000000	0.159556	0.000000
542	0.000000	0.174697	0.000000
543	0.000000	0.187018	0.000000
544	0.000000	0.116225	0.000000
545	0.000000	0.178564	0.000000
546	0.000000	0.151556	0.000000
547	0.000000	0.132922	0.000000
548	0.000000	0.172189	0.000000
549	0.000000	0.106013	0.000000
550	0.000000	0.190358	0.000000
551	0.000000	0.131788	0.000000
552	0.000000	0.175457	0.000000
553	0.000000	0.170659	0.000000
554	0.000000	0.124716	0.000000
555	0.000000	0.186642	0.000000
556	0.000000	0.179599	0.000000
557	0.000000	0.136930	0.000000
558	0.000000	0.129318	0.000000
559	0.000000	0.168881	0.000000
560	0.000000	0.173951	0.000000
561	0.000000	0.124359	0.000000
562	0.000000	0.193696	0.000000
563	0.000000	0.162682	0.000000
564	0.000000	0.154817	0.000000
565	0.000000	0.176985	0.000000
566	0.000000	0.183627	0.000000
567	0.000000	0.132372	0.000000
568	0.000000	0.183149	0.000000
569	0.000000	0.129833	0.000000
570	0.000000	0.169272	0.000000
571	0.000000	0.178070	0.000000
572	0.000000	0.157877	0.000000
573	0.000000	0.168579	0.000000
574	0.000000	0.176534	0.000000
575	0.000000	0.136797	0.000000
576	0.000000	0.178759	0.000000
577	0.000000	0.166512	0.000000
578	0.000000	0.176915	0.000000
579	0.000000	0.142929	0.000000
580	0.000000	0.160156	0.000000
581	0.000000	0.130624	0.000000
582	0.000000	0.155742	0.000000
583	0.000000	0.183475	0.000000
584	0.000000	0.166010	0.000000
585	0.000000	0.155535	0.000000
586	0.000000	0.186198	0.000000
587	0.000000	0.131759	0.000000
588	0.000000	0.170608	0.000000
589	0.000000	0.141913	0.000000
590	0.000000	0.163330	0.000000
591	0.000000	0.155924	0.000000
592	0.000000	0.167295	0.000000
593	0.000000	0.194818	0.000000
594	0.000000	0.151596	0.000000
595	0.000000	0.175550	0.000000
596	0.000000	0.173572	0.000000
597	0.000000	0.174820	0.000000
598	0.000000	0.170664	0.000000
599	0.000000	0.090109	0.000000
600	0.000000	0.177693	0.000000
601	0.000000	0.184438	0.000000
602	0.000000	0.170394	0.000000
603	0.000000	0.149621	0.000000
604	0.000000	0.193539	0.000000
605	0.000000	0.122344	0.000000
606	0.000000	0.178671	0.000000
607	0.000000	0.166844	0.000000
608	0.000000	0.181773	0.000000
609	0.000000	0.168856	0.000000
610	0.000000	0.144066	0.000000
611	0.000000	0.170494	0.000000
612	0.000000	0.174395	0.000000
613	0.000000	0.140834	0.000000
614	0.000000	0.191154	0.000000
615	0.000000	0.150625	0.000000
616	0.000000	0.132953	0.000000
617	0.000000	0.186363	0.000000
618	0.000000	0.168114	0.000000
619	0.000000	0.123924	0.000000
620	0.000000	0.166321	0.000000
621	0.000000	0.172211	0.000000
622	0.000000	0.182712	0.000000
623	0.000000	0.157879	0.000000
624	0.000000	0.135960	0.000000
625	0.000000	0.166541	0.000000
626	0.000000	0.163954	0.000000
627	0.000000	0.165486	0.000000
628	0.000000	0.145745	0.000000
629	0.000000	0.153076	0.000000
630	0.000000	0.153399	0.000000
631	0.000000	0.186132	0.000000
632	0.000000	0.153262	0.000000
633	0.000000	0.112992	0.000000
634	0.000000	0.201679	0.000000
635	0.000000	0.126817	0.000000
636	0.000000	0.180412	0.000000
637	0.000000	0.179486	0.000000
638	0.000000	0.134234	0.000000
639	0.000000	0.144758	0.000000
640	0.000000	0.186219	0.000000
641	0.000000	0.154643	0.000000
642	0.000000	0.172374	0.000000
643	0.000000	0.190869	0.000000
644	0.000000	0.137695	0.000000
645	0.000000	0.190718	0.000000
646	0.000000	0.192826	0.000000
647	0.000000	0.175328	0.000000
648	0.000000	0.207494	0.000000
649	0.000000	0.159612	0.000000
650	0.000000	0.193003	0.000000
651	0.000000	0.171230	0.000000
652	0.000000	0.178089	0.000000
653	0.000000	0.136475	0.000000
654	0.000000	0.226599	0.000000
655	0.000000	0.160754	0.000000
656	0.000000	0.191123	0.000000
657	0.000000	0.169699	0.000000
658	0.000000	0.160633	0.000000
659	0.000000	0.190846	0.000000
660	0.000000	0.182257	0.000000
661	0.000000	0.150866	0.000000
662	0.000000	0.169960	0.000000
663	0.000000	0.201316	0.000000
664	0.000000	0.161978	0.000000
665	0.000000	0.179032	0.000000
666	0.000000	0.175841	0.000000
667	0.000000	0.158837	0.000000
668	0.000000	0.163901	0.000000
669	0.000000	0.165183	0.000000
670	0.000000	0.171187	0.000000
671	0.000000	0.118915	0.000000
672	0.000000	0.196620	0.000000
673	0.000000	0.125226	0.000000
674	0.000000	0.219891	0.000000
675	0.000000	0.131233	0.000000
676	0.000000	0.182042	0.000000
677	0.000000	0.185418	0.000000
678	0.000000	0.217903	0.000000
679	0.000000	0.146408	0.000000
680	0.000000	0.170785	0.000000
681	0.000000	0.113070	0.000000
682	0.000000	0.211843	0.000000
683	0.000000	0.152391	0.000115
684	0.000000	0.167873	0.000000
685	0.000000	0.143339	0.000000
686	0.000000	0.225737	0.000000
687	0.000000	0.170229	0.000000
688	0.000000	0.157706	0.000000
689	0.000000	0.200759	0.000000
690	0.000000	0.145993	0.000000
691	0.000000	0.183170	0.000000
692	0.000000	0.177275	0.000000
693	0.000000	0.175985	0.000000
694	0.000000	0.193975	0.000000
695	0.000000	0.170882	0.000000
696	0.000000	0.166388	0.000000
697	0.000000	0.159229	0.000000
698	0.000000	0.192136	0.000000
699	0.000000	0.203692	0.000000
