Date,seasonal_687
2023-08-14,-33.18610919417697
2023-08-15,-30.629629726110203
2023-08-16,-29.197645732750438
2023-08-17,-29.923460199223115
2023-08-18,-30.20040661522154
2023-08-21,-31.451302812549685
2023-08-22,-32.498248501061674
2023-08-23,-27.355107532163096
2023-08-24,-29.11763523292724
2023-08-25,-31.78408092008864
2023-08-28,-29.61741486231156
2023-08-29,-29.200050686837017
2023-08-30,-28.324308949868573
2023-08-31,-29.224228315464433
2023-09-01,-28.145447753582943
2023-09-05,-28.883230799818836
2023-09-06,-26.693831664265833
2023-09-07,-28.570961016578185
2023-09-08,-28.24385630216508
2023-09-11,-26.52618655493685
2023-09-12,-26.670673960839473
2023-09-13,-26.724782749158287
2023-09-14,-27.330404893838992
2023-09-15,-26.266989902602603
2023-09-18,-26.525228336041927
2023-09-19,-24.03134876219836
2023-09-20,-28.482547610396544
2023-09-21,-31.766500495390233
2023-09-22,-32.1459445002502
2023-09-25,-33.05563280825675
2023-09-26,-31.40417238015062
2023-09-27,-32.8920244858538
2023-09-28,-34.245974538156304
2023-09-29,-36.06459615963688
2023-10-02,-35.2794632097896
2023-10-03,-33.78685674977163
2023-10-04,-35.58057244367293
2023-10-05,-34.677057521336465
2023-10-06,-34.925198756362754
2023-10-09,-32.262728473834265
2023-10-10,-31.356119386961147
2023-10-11,-32.99437832577929
2023-10-12,-31.69978005177115
2023-10-13,-28.260718145119146
2023-10-16,-27.91838026661418
2023-10-17,-27.921702587892824
2023-10-18,-26.644214157249642
2023-10-19,-26.20597020252524
2023-10-20,-24.845236420551565
2023-10-23,-26.571188591556695
2023-10-24,-24.777633958285207
2023-10-25,-26.95009636158257
2023-10-26,-28.11446967145989
2023-10-27,-30.412341758740354
2023-10-30,-31.20903460173643
2023-10-31,-31.476460020874256
2023-11-01,-35.45191493240813
2023-11-02,-34.019466392640695
2023-11-03,-30.29943633303009
2023-11-06,-29.10455201336454
2023-11-07,-29.7472107347098
2023-11-08,-28.46102621334556
2023-11-09,-26.342475273147723
2023-11-10,-28.205216941917072
2023-11-13,-24.770132586859077
2023-11-14,-22.792953894712937
2023-11-15,-22.05210282372881
2023-11-16,-22.69189596107972
2023-11-17,-25.484678158871866
2023-11-20,-25.167192239090312
2023-11-21,-26.38207327827919
2023-11-22,-25.59090158810621
2023-11-23,-26.347552490625496
2023-11-24,-27.255026085126918
2023-11-27,-26.118185928826428
2023-11-28,-25.69795927265431
2023-11-29,-25.49248303084327
2023-11-30,-23.3127408261069
2023-12-01,-24.117521539651197
2023-12-04,-26.078238644707763
2023-12-05,-22.95022627955558
2023-12-06,-29.278777947288013
2023-12-07,-32.55318601630236
2023-12-08,-32.969232571792354
2023-12-11,-29.521108153683624
2023-12-12,-31.403318599570582
2023-12-13,-30.020960266902062
2023-12-14,-29.733989276160774
2023-12-15,-28.534400269516915
2023-12-18,-26.67807184117306
2023-12-19,-31.27303069936512
2023-12-20,-32.02714201495665
2023-12-21,-34.22793620741504
2023-12-22,-36.854912118749375
2023-12-26,-34.51432105842313
2023-12-27,-33.54297769499286
2023-12-28,-33.77622357604454
2023-12-29,-38.05097002330187
2024-01-02,-38.29795738292744
2024-01-03,-36.04486962862922
2024-01-04,-33.698484618076236
2024-01-05,-31.96934905983599
2024-01-08,-34.791619733072494
2024-01-09,-31.264794214157064
2024-01-10,-34.530937361712944
2024-01-11,-35.920873056390995
2024-01-12,-37.921417506611135
2024-01-16,-32.70042667862708
2024-01-17,-33.65415094331113
2024-01-18,-34.00867922929403
2024-01-19,-33.57490734570315
2024-01-22,-32.604816965417164
2024-01-23,-32.327173070877485
2024-01-24,-33.190318505519535
2024-01-25,-33.836920493495185
2024-01-26,-28.02201197136906
2024-01-29,-28.378549594184594
2024-01-30,-28.499241746317082
2024-01-31,-32.289079699097286
2024-02-01,-32.51932882792002
2024-02-02,-34.63246336923669
2024-02-05,-36.31148551225617
2024-02-06,-36.820882425502084
2024-02-07,-35.232000513929194
2024-02-08,-34.60465853278242
2024-02-09,-32.04267299814535
2024-02-12,-31.378190957999713
2024-02-13,-31.884304928259702
2024-02-14,-32.94718480358935
2024-02-15,-29.95025225545813
2024-02-16,-29.048796066797216
2024-02-20,-29.64195985270078
2024-02-21,-25.549215293323385
2024-02-22,-29.74323662617956
2024-02-23,-32.02192178478259
2024-02-26,-31.975812313293762
2024-02-27,-30.106902170838246
2024-02-28,-26.711599610133764
2024-02-29,-27.3264679977519
2024-03-01,-29.147046866596916
2024-03-04,-30.549474431705125
2024-03-05,-33.76470871764743
2024-03-06,-33.67969246292052
2024-03-07,-33.53933634567506
2024-03-08,-32.87127631233015
2024-03-11,-32.39039232937765
2024-03-12,-31.05380057930052
2024-03-13,-30.106203118683297
2024-03-14,-31.550841062282952
2024-03-15,-33.94505550522639
2024-03-18,-35.070940373040656
2024-03-19,-32.10581024369122
2024-03-20,-31.3051446367449
2024-03-21,-28.99067432962802
2024-03-22,-28.225894158758546
2024-03-25,-26.593038639822954
2024-03-26,-28.99605798626675
2024-03-27,-28.224133837244338
2024-03-28,-28.365547386026954
2024-04-01,-26.390580324566617
2024-04-02,-23.167769487745588
2024-04-03,-20.268314629919857
2024-04-04,-19.63070726274123
2024-04-05,-15.769592105159425
2024-04-08,-14.87102169930064
2024-04-09,-13.637490730152091
2024-04-10,-15.464148816206334
2024-04-11,-9.95016068318417
2024-04-12,-5.903282765274117
2024-04-15,1.1619895992411056
2024-04-16,-1.4825862293273384
2024-04-17,7.025188765827244
2024-04-18,1.2929812675653694
2024-04-19,2.6259894243653656
2024-04-22,-2.178167086316419
2024-04-23,-10.819728119807062
2024-04-24,-12.335255160180749
2024-04-25,-10.160998466095652
2024-04-26,-8.34165339139445
2024-04-29,-8.4300477087031
2024-04-30,-12.18042668997303
2024-05-01,-12.523745001831651
2024-05-02,-13.74422948904678
2024-05-03,-14.916802302408467
2024-05-06,-16.78279227906985
2024-05-07,-17.552588163676972
2024-05-08,-15.858951810744895
2024-05-09,-15.122306113258677
2024-05-10,-14.51325525832296
2024-05-13,-16.211195032644838
2024-05-14,-16.929945703887174
2024-05-15,-15.919152060948125
2024-05-16,-16.54178090703185
2024-05-17,-13.821514731459988
2024-05-20,-12.787670679979339
2024-05-21,-8.195831192604068
2024-05-22,-7.274167401923061
2024-05-23,-10.189592586976294
2024-05-24,-11.202071737686078
2024-05-28,-5.289533831248373
2024-05-29,-5.867759892859557
2024-05-30,-4.28958300729086
2024-05-31,-9.112486916689793
2024-06-03,-10.38221346837621
2024-06-04,-8.469774312295849
2024-06-05,-7.395595466096806
2024-06-06,-6.525247772363965
2024-06-07,-9.945703405644377
2024-06-10,-8.913375618685368
2024-06-11,-9.91419153358509
2024-06-12,-9.57461834323504
2024-06-13,-9.451908130229809
2024-06-14,-10.315859418381407
2024-06-17,-8.174742332169787
2024-06-18,-5.8248496783599135
2024-06-20,-5.035092137025045
2024-06-21,-4.9616881781387185
2024-06-24,-1.9373104590513937
2024-06-25,-4.683164030861931
2024-06-26,-4.053586777445711
2024-06-27,-8.795274354559973
2024-06-28,-11.224875865873903
2024-07-01,-12.245582363739175
2024-07-02,-11.24867370797003
2024-07-03,-13.549926289130173
2024-07-05,-12.8073590711714
2024-07-08,-9.085338436567435
2024-07-09,-5.5636804692424215
2024-07-10,-7.621510849244305
2024-07-11,-8.734728630456685
2024-07-12,-11.204996760052678
2024-07-15,-12.691088512505452
2024-07-16,-12.795770344424405
2024-07-17,-14.256551588108902
2024-07-18,-14.856294599654753
2024-07-19,-18.052690337963284
2024-07-22,-14.665548568632708
2024-07-23,-17.724857052985698
2024-07-24,-19.521248738709183
2024-07-25,-18.812440383140554
2024-07-26,-19.007137503271583
2024-07-29,-18.950567505636204
2024-07-30,-14.071334012977118
2024-07-31,-14.522303933506779
2024-08-01,-14.149183814210907
2024-08-02,-14.640763651995563
2024-08-05,-12.693597139787732
2024-08-06,-12.144515738119381
2024-08-07,-8.557123887937367
2024-08-08,-7.456255066269576
2024-08-09,-7.59393552161764
2024-08-12,-4.064876946363315
2024-08-13,-4.688226918963308
2024-08-14,-3.6371260365147213
2024-08-15,-1.5097239685364272
2024-08-16,1.2355430577964526
2024-08-19,6.907873714387587
2024-08-20,5.442364219825578
2024-08-21,6.5478072063426085
2024-08-22,2.000953894150649
2024-08-23,1.4275540492249907
2024-08-26,2.08869515504147
2024-08-27,5.035560112088249
2024-08-28,7.323831948085419
2024-08-29,5.961308284153831
2024-08-30,2.951137901055911
2024-09-03,2.3165692639266293
2024-09-04,-1.4178966294056419
2024-09-05,-3.6122844306503024
2024-09-06,-3.8495927332395166
2024-09-09,1.82856254303159
2024-09-10,3.771340023074116
2024-09-11,6.096177611914916
2024-09-12,6.219862687477625
2024-09-13,5.228404199672612
2024-09-16,2.7069935776408967
2024-09-17,5.872923582295597
2024-09-18,3.643879679923258
2024-09-19,4.120591076040457
2024-09-20,-1.5419427089812328
2024-09-23,8.626740433570752
2024-09-24,10.647996008433761
2024-09-25,7.333924213024451
2024-09-26,6.040684246995294
2024-09-27,4.575183010526295
2024-09-30,4.505148990436761
2024-10-01,0.3332288729203797
2024-10-02,1.9905564763105956
2024-10-03,0.3037136854539064
2024-10-04,4.8050807551753865
2024-10-07,2.0765224842289163
2024-10-08,2.7160037226283023
2024-10-09,4.953720927349302
2024-10-10,5.298436863250397
2024-10-11,5.071592177475693
2024-10-14,7.733704980685872
2024-10-15,7.059412837158847
2024-10-16,6.651347993466295
2024-10-17,8.862336616729532
2024-10-18,6.838036578600435
2024-10-21,3.8180608402076652
2024-10-22,4.371770226723646
2024-10-23,5.372007376832415
2024-10-24,3.9509270192619526
2024-10-25,6.719944895855306
2024-10-28,7.869268475992667
2024-10-29,6.501535621822895
2024-10-30,8.117008608208089
2024-10-31,10.30750330459451
2024-11-01,13.514471584658198
2024-11-04,12.513771204725797
2024-11-05,12.008290186855666
2024-11-06,9.268850503904416
2024-11-07,11.77595474247583
2024-11-08,9.164087491939545
2024-11-11,11.639470442274337
2024-11-12,14.267697117494595
2024-11-13,18.735701576031175
2024-11-14,23.183191975217834
2024-11-15,19.800346506577313
2024-11-18,21.007091413601685
2024-11-19,19.583031091979503
2024-11-20,25.544120336756915
2024-11-21,26.442996628988073
2024-11-22,25.284242283599077
2024-11-25,28.370300076765584
2024-11-26,30.214229835047863
2024-11-27,36.78360759658765
2024-11-29,34.89381563219242
2024-12-02,28.15768743829605
2024-12-03,28.631406391421717
2024-12-04,29.780189313403266
2024-12-05,31.60035475101601
2024-12-06,38.670725367298
2024-12-09,39.897840264187586
2024-12-10,40.2144765205043
2024-12-11,39.17498867946843
2024-12-12,39.261827523007625
2024-12-13,38.11114140506032
2024-12-16,38.295637756852805
2024-12-17,38.01319478305276
2024-12-18,33.31803688758107
2024-12-19,31.462311360423392
2024-12-20,33.537880201682974
2024-12-23,36.83748760499367
2024-12-24,38.31153298439323
2024-12-26,37.880987183873756
2024-12-27,35.37777658500421
2024-12-30,33.598791213080645
2024-12-31,33.77961332880798
2025-01-02,37.70369604996515
2025-01-03,38.0055247228163
2025-01-06,37.94374312747349
2025-01-07,38.80216469045377
2025-01-08,36.75522138868688
2025-01-09,37.2903213576837
2025-01-10,37.24832662307437
2025-01-13,36.379627473384
2025-01-14,36.82775596055593
2025-01-15,38.795401241384596
2025-01-16,38.140888396930116
2025-01-17,37.632568626722446
2025-01-21,34.74096247785133
2025-01-22,36.99399044833338
2025-01-23,39.36023622369804
2025-01-24,38.37522620723938
2025-01-27,37.55776991081873
2025-01-28,40.85201949291247
2025-01-29,38.69839923367078
2025-01-30,37.87882608095232
2025-01-31,37.354152099975
2025-02-03,36.78415605352657
2025-02-04,43.6155764545664
2025-02-05,43.92095402361753
2025-02-06,48.48055250888065
2025-02-07,49.867046457133945
2025-02-10,56.769514168171604
2025-02-11,50.35254795467082
2025-02-12,53.595898197992966
2025-02-13,54.20917364978364
2025-02-14,47.92676249225267
2025-02-18,48.16468115051644
2025-02-19,46.59596940915874
2025-02-20,40.86829431595759
2025-02-21,44.07359561377743
2025-02-24,47.06270722004811
2025-02-25,46.91607626472423
2025-02-26,50.44361906674567
2025-02-27,48.3147190637981
2025-02-28,52.868585731400856
2025-03-03,53.00887985070356
2025-03-04,53.91486561521397
2025-03-05,56.2487003999433
2025-03-06,49.45173629585724
2025-03-07,46.129482537509745
2025-03-10,46.414419485066205
2025-03-11,50.79528815307766
2025-03-12,49.008444727470554
2025-03-13,47.56101237174948
2025-03-14,47.33566433204388
2025-03-17,50.46963896485436
2025-03-18,47.460743051261296
2025-03-19,48.393527569557016
2025-03-20,45.97157012051511
2025-03-21,42.49536897126709
2025-03-24,46.9131750892582
2025-03-25,47.86044028172469
2025-03-26,46.451889136616636
2025-03-27,40.189110430459564
2025-03-28,40.0075498124397
2025-03-31,38.64593615065548
2025-04-01,43.14751749959222
2025-04-02,43.63370463494465
2025-04-03,41.15370739096483
2025-04-04,36.84110388729205
2025-04-07,27.904180288571446
2025-04-08,27.778108777385864
2025-04-09,31.144844387981458
2025-04-10,29.57131878311133
2025-04-11,31.793522302913853
2025-04-14,30.62335505690858
2025-04-15,33.48018920503978
2025-04-16,35.36181592544493
2025-04-17,42.399513567839335
2025-04-21,42.962394532116384
2025-04-22,44.44808069145711
2025-04-23,46.246909026072906
2025-04-24,50.23477267352536
2025-04-25,49.06775235119051
2025-04-28,54.33805049012339
2025-04-29,55.29448115515071
2025-04-30,53.65511225848067
2025-05-01,49.806339568115554
2025-05-02,52.40603828222106
2025-05-05,54.23447897612711
2025-05-06,54.3402236642256
2025-05-07,53.03347685528111
2025-05-08,54.55422779651698
2025-05-09,52.76974004139124
2025-05-12,49.12358714262242
2025-05-13,49.47955844088246
2025-05-14,46.80953886627319
2025-05-15,51.576396113962026
2025-05-16,53.02728051168784
2025-05-19,57.64723936842704
2025-05-20,56.14366567827858
2025-05-21,55.232113839244086
2025-05-22,51.24344892317155
2025-05-23,48.441877759023185
2025-05-27,50.71020185288363
2025-05-28,49.86360650014107
2025-05-29,47.48752227777946
2025-05-30,46.89085244935875
2025-06-02,42.27335446722142
2025-06-03,38.840746779827974
2025-06-04,41.79091440066917
2025-06-05,40.768082057516416
2025-06-06,38.39613159570361
2025-06-09,38.8391507936629
2025-06-10,35.01839389911386
2025-06-11,34.56055512100569
2025-06-12,36.23846592341451
2025-06-13,37.75825480040136
2025-06-16,34.19556744974336
2025-06-17,33.8051668425918
2025-06-18,27.58706034028717
2025-06-20,28.484814783032142
2025-06-23,29.058311024368376
2025-06-24,29.287483688352555
2025-06-25,26.87476528708745
2025-06-26,23.668698418080957
2025-06-27,23.12290928656651
2025-06-30,23.962707253865617
2025-07-01,24.211278810381465
2025-07-02,21.21586168929612
2025-07-03,19.365132596446212
2025-07-04,15.744976996558124
2025-07-07,14.51961467856433
2025-07-08,13.176513927273177
2025-07-09,12.159119268266693
2025-07-10,11.221200574196013
2025-07-11,9.15648322848974
2025-07-14,9.9901716543257
2025-07-15,8.741108155725867
2025-07-16,12.242435354662124
2025-07-17,12.110134804956655
2025-07-18,9.755013061090276
2025-07-21,4.073172714789775
2025-07-22,2.6543804622354195
2025-07-23,3.4579234345506706
2025-07-24,-0.21407198077435843
2025-07-25,0.7637471772282087
2025-07-28,1.4826395782591866
2025-07-29,1.693031484624463
2025-07-30,-0.4046280867007314
2025-07-31,3.4659537657035524
2025-08-01,-0.8560939234674478
2025-08-04,0.28555835578660027
2025-08-05,2.637287403673297
2025-08-06,3.9955692101031732
2025-08-07,4.044708028507725
2025-08-08,5.112747720589783
2025-08-11,5.168414756961564
2025-08-12,2.6489677192087835
2025-08-13,3.5194640970178015
2025-08-14,4.592524143743158
2025-08-15,8.553334165369137
2025-08-18,9.171531050226793
2025-08-19,11.659959719854701
2025-08-20,11.273997245566619
2025-08-21,13.921992855755999
2025-08-22,18.654189204206148
2025-08-25,16.48943033152763
2025-08-26,11.605030540555447
2025-08-27,14.212859398573544
2025-08-28,9.426383540739778
2025-08-29,9.08744625110036
2025-09-02,7.503790924339502
2025-09-03,9.40928275665637
2025-09-04,8.170940526010723
2025-09-05,15.175390871063646
2025-09-08,17.03560512560995
2025-09-09,17.443192120410803
2025-09-10,22.865139890920883
2025-09-11,19.4183978594421
2025-09-12,22.38398936645153
2025-09-15,31.690700647335255
2025-09-16,27.658565479182514
2025-09-17,21.760970837337236
2025-09-18,23.603167688145362
2025-09-19,19.60113003532942
2025-09-22,21.781494541497
2025-09-23,15.069521043429456
2025-09-24,15.74678093728196
2025-09-25,12.322368963498691
2025-09-26,11.452336857270494
2025-09-29,15.427338244999518
2025-09-30,14.857606030994313
2025-10-01,17.273244568090966
2025-10-02,11.264974809341389
2025-10-03,11.63015177471886
2025-10-06,10.711589961332821
2025-10-07,10.36002802420257
2025-10-08,8.98555311763789
2025-10-09,8.04562131604591
2025-10-10,8.31026557558186
2025-10-13,10.66892225183836
2025-10-14,15.877234402251887
2025-10-15,13.901612063059588
2025-10-16,13.50260360825113
2025-10-17,17.59904406564474
2025-10-20,22.900488867013184
2025-10-21,23.560327134654766
2025-10-22,28.653106271110914
2025-10-23,24.486483608976382
2025-10-24,22.273017427488263
2025-10-27,18.12425504098185
2025-10-28,21.08046089963886
2025-10-29,25.67057602575727
2025-10-30,24.909366713257626
2025-10-31,23.63377362862925
2025-11-03,27.479635179963275
2025-11-04,24.629124712627465
2025-11-05,28.020275083166382
2025-11-06,21.466574920419745
2025-11-07,25.458161531927043
